RELATÓRIO GERADO DE FORMA AUTOMÁTICA COM INTENÇÃO EM VERIFICAR MÉDIA DE NOTAS
ID_UF;Nome_Estado;ID_Municipio;Nome_Municipio;Ano;Nota_Candidato
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;617,14
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;420,42
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;675,48
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;566,38
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;571,98
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;689,60
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;576,74
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;648,92
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;508,11
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;704,04
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;659,74
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;530,80
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;440,06
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;714,88
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;457,90
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;561,56
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;603,60
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;448,52
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;631,42
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;503,32
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;444,20
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;610,98
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;737,16
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;501,06
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;623,94
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;763,09
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;474,54
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;584,21
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;701,74
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;539,61
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;619,81
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;531,85
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;533,74
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;641,28
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;521,18
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;600,12
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;539,93
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;515,60
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;626,50
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;498,79
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;565,00
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;535,24
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;640,11
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;471,78
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;777,73
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;588,51
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;599,58
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;617,14
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;420,42
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;675,48
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;566,38
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;571,98
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;689,60
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;576,74
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;648,92
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;508,11
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;704,04
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;659,74
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;530,80
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;440,06
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;714,88
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;457,90
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;561,56
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;603,60
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;448,52
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;631,42
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;503,32
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;444,20
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;610,98
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;737,16
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;501,06
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;623,94
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;763,09
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;474,54
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;584,21
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;701,74
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;539,61
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;619,81
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;531,85
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;533,74
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;641,28
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;521,18
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;600,12
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;539,93
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;515,60
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;626,50
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;498,79
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;565,00
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;535,24
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;640,11
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;471,78
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;777,73
